TDS,Turbidity,pH,Temperature,Humidity,Result
218.85,81.58,0.09,48.38,69.34,Medium
397.07,55.47,0.75,38.36,20.94,Medium
473.73,8.57,3.46,67.71,18.58,Medium
18.61,53.91,1.12,9.68,41.5,Medium
43.45,62.47,1.52,63.45,2.49,Medium
436.36,42.86,7.38,25.48,24.52,Medium
430.23,35.97,0.7,31.21,85.41,Medium
386.79,71.06,1.24,79.96,9.29,Medium
32.67,69.71,3.24,94.26,38.22,Medium
358.17,22.81,0.05,31.91,53.21,Medium
345.17,45.03,2.63,66.95,69.7,Medium
22.7,61.75,3.03,57.26,30.08,Medium
16.79,9.03,4.66,25.28,90.76,Low
445.37,95.77,2.3,89.05,53.41,Medium
331.26,38.54,0.29,97.15,87.69,Medium
491.02,22.62,1.89,0.66,76.33,Medium
499.0,81.25,4.76,6.36,93.37,Medium
374.24,13.77,5.84,19.15,64.0,Medium
51.81,57.66,3.55,73.53,98.86,Medium
477.39,92.33,4.63,18.27,62.08,Medium
317.97,27.09,7.05,85.52,64.35,Medium
329.45,90.89,4.42,25.21,36.63,Medium
73.39,85.71,1.18,18.16,44.44,Medium
331.07,86.03,3.58,18.46,98.51,Medium
418.76,83.1,5.28,30.05,35.03,Medium
300.69,29.54,7.74,88.52,59.79,Medium
329.9,7.15,5.08,79.88,58.99,Medium
117.02,44.8,4.56,21.37,53.13,Medium
6.98,25.4,6.57,19.55,76.47,Medium
50.1,57.25,5.49,70.95,42.65,Medium
145.53,49.44,3.39,85.54,53.09,Medium
299.3,97.37,6.71,34.64,24.69,Medium
460.69,24.56,3.56,25.09,52.07,Medium
221.47,23.22,7.83,85.4,17.91,Medium
474.24,83.11,7.93,13.44,92.39,Medium
194.32,83.37,7.33,33.31,74.12,Medium
463.05,76.18,5.2,56.84,4.97,Medium
449.36,37.98,2.66,20.72,51.22,Medium
38.99,21.97,7.22,83.95,84.5,Medium
26.43,87.75,6.42,52.69,87.36,Medium
92.46,44.69,2.03,26.64,26.95,Medium
1.5,61.21,2.53,6.5,89.51,Medium
149.91,73.02,5.22,98.72,64.85,Medium
482.82,0.52,6.21,48.06,71.85,Medium
398.11,77.62,0.2,67.77,72.26,Medium
68.75,13.84,0.47,76.55,71.99,Medium
222.37,35.64,5.93,99.42,57.23,Medium
359.52,9.05,0.85,43.46,35.61,Medium
70.55,32.33,5.73,40.53,76.04,Medium
391.78,7.58,5.36,75.43,18.57,Medium
473.93,58.69,4.33,9.67,78.02,Medium
159.39,68.22,3.76,19.26,3.02,Medium
2.99,42.47,3.76,18.99,78.69,Medium
34.44,46.51,2.73,69.02,35.5,Medium
155.64,22.73,5.83,60.85,97.42,Medium
270.38,21.26,7.07,93.58,9.44,Medium
465.87,7.01,2.23,34.38,44.02,Medium
480.54,79.43,0.06,5.52,85.84,Medium
393.01,28.63,4.24,9.92,49.6,Medium
476.65,58.47,3.71,39.99,21.12,Medium
42.05,48.2,4.07,53.04,95.9,Medium
5.14,81.59,0.13,46.04,24.41,Medium
143.71,65.59,4.75,67.26,11.84,Medium
369.87,13.86,7.7,34.04,83.14,Medium
11.53,9.61,1.99,71.59,68.4,Medium
446.87,40.88,5.57,81.82,40.18,Medium
355.61,31.89,2.74,11.7,70.5,Medium
431.88,19.04,1.91,70.77,73.34,Medium
236.9,11.23,7.63,88.55,22.89,Medium
443.54,6.8,1.63,76.57,46.53,Medium
440.2,72.0,1.78,30.84,26.92,Medium
437.17,55.05,7.61,50.02,37.76,Medium
436.82,57.53,0.04,22.0,56.28,Low
278.8,61.05,5.7,89.53,94.21,Medium
60.88,22.28,1.56,99.41,61.28,Medium
155.38,89.38,4.15,80.08,59.26,Medium
418.63,57.83,1.1,12.23,6.81,Medium
471.65,63.47,6.57,34.43,85.5,Medium
168.85,56.93,4.68,47.16,60.06,Medium
388.11,64.29,3.06,78.45,49.74,Medium
322.75,12.33,0.48,57.55,29.25,Medium
36.84,90.87,0.92,84.21,69.17,Medium
397.75,29.03,3.44,16.58,49.86,Medium
229.53,82.63,0.29,13.89,17.56,Medium
369.9,50.94,0.57,50.38,86.59,Medium
215.09,72.62,4.22,91.65,99.72,Medium
295.32,77.66,0.84,15.97,49.39,Medium
401.49,51.2,2.77,84.85,32.74,Medium
393.1,90.94,5.55,94.89,77.26,Medium
128.22,36.73,2.72,61.32,1.9,Medium
205.96,18.58,2.49,49.66,14.91,Medium
438.36,82.3,0.33,13.44,60.67,Medium
241.12,56.03,3.52,92.89,81.2,Medium
341.22,68.22,3.43,3.98,52.19,Medium
395.09,70.6,0.85,63.76,83.73,Medium
157.27,54.97,1.24,72.59,51.87,Medium
119.84,17.75,4.54,15.79,34.27,Medium
126.01,84.92,3.04,4.24,17.12,Medium
436.85,23.64,5.73,67.23,79.67,Medium
422.45,19.01,5.91,47.91,94.72,Medium
456.59,85.67,5.62,33.65,55.11,Medium
261.97,43.02,6.85,21.36,69.56,Medium
328.08,84.73,1.61,84.46,99.06,Medium
430.3,13.34,3.81,29.12,30.57,Medium
223.87,97.41,4.94,32.2,11.8,Medium
446.39,10.7,1.06,19.31,42.36,Medium
148.75,85.8,3.17,7.8,5.5,Medium
137.92,50.85,6.56,94.68,85.38,Medium
66.33,74.13,4.92,76.56,5.43,Medium
489.64,56.59,1.03,4.24,20.27,Medium
21.72,69.24,2.08,58.72,8.09,Medium
264.61,13.07,0.88,21.25,66.0,Medium
65.0,89.59,0.68,64.57,39.58,Medium
128.23,47.43,6.3,96.07,77.16,Medium
122.24,15.03,1.38,66.09,58.65,Medium
270.65,62.27,4.61,52.63,19.68,Medium
19.76,75.16,6.17,39.8,96.25,Medium
193.11,22.85,5.28,15.58,2.64,Medium
491.4,54.76,4.09,62.5,75.69,Medium
291.19,51.41,6.66,48.93,59.07,Medium
467.51,90.28,3.43,9.73,27.44,Medium
343.75,12.02,1.64,41.43,27.38,Medium
34.79,16.89,2.49,0.73,8.3,Medium
118.92,41.48,3.21,76.48,53.78,Medium
173.6,37.62,1.33,30.45,63.54,Medium
12.79,79.42,2.54,73.04,35.25,Medium
202.35,21.0,1.96,43.45,5.81,Medium
350.6,55.26,3.83,47.97,60.6,Medium
144.06,6.92,7.82,87.09,6.84,Medium
402.84,92.68,0.95,0.75,72.21,Medium
389.92,14.87,5.86,63.61,87.64,Medium
258.9,21.19,2.01,37.13,2.16,Medium
53.94,80.19,5.67,93.3,34.01,Medium
118.46,29.69,5.24,22.11,76.39,Medium
180.66,62.86,7.78,0.41,47.86,Medium
413.09,81.89,1.47,2.99,87.68,Medium
135.86,29.15,4.02,44.0,70.23,Medium
304.64,36.86,5.45,25.45,2.21,Medium
205.13,69.81,4.21,73.58,64.48,Medium
471.74,30.31,2.09,67.42,14.72,Medium
366.89,89.26,1.8,51.74,43.29,Medium
367.57,51.08,5.91,31.74,2.33,Medium
485.54,44.3,6.99,33.09,85.67,Medium
177.11,87.64,6.09,89.56,38.05,Medium
399.87,6.98,2.45,95.01,52.04,Medium
341.78,11.05,4.0,54.5,52.99,Medium
158.27,33.71,6.18,82.92,44.49,Medium
184.14,87.5,4.82,0.66,59.65,Medium
231.67,6.11,6.26,1.67,12.59,Medium
435.24,78.52,5.69,89.31,96.83,Medium
264.25,21.85,5.96,25.1,84.29,Medium
336.92,5.28,7.07,45.51,42.78,Medium
384.99,53.38,2.66,5.07,91.47,Medium
281.7,64.1,2.4,33.97,91.6,Medium
166.56,60.82,7.77,94.52,79.11,Medium
149.7,38.77,7.59,15.24,1.14,Medium
119.16,53.07,7.97,62.24,28.05,Medium
64.88,42.77,5.66,29.38,93.53,Medium
225.34,5.14,0.6,42.48,69.44,Medium
290.42,64.55,5.22,17.77,84.64,Medium
275.82,36.5,0.63,78.75,20.46,Medium
465.77,35.39,3.34,30.63,53.55,Medium
212.53,31.23,5.02,11.53,32.23,Medium
303.28,14.99,2.72,77.02,9.78,Medium
243.55,60.14,0.43,26.92,67.23,Medium
443.0,89.3,2.56,90.79,23.26,Medium
401.2,16.53,7.97,5.29,20.97,Medium
32.61,8.46,2.21,59.92,15.42,Medium
219.91,98.82,0.92,10.88,53.49,Medium
359.54,78.55,3.88,33.24,31.6,Medium
111.06,99.59,4.82,49.25,73.97,Medium
240.34,70.59,4.49,30.58,63.48,Medium
94.99,73.01,6.41,74.51,78.88,Medium
135.5,74.93,5.09,46.27,87.54,Medium
71.0,58.69,3.23,52.11,44.56,Medium
85.69,17.51,0.37,44.02,62.42,Medium
81.77,19.39,7.49,18.98,54.08,Medium
212.92,21.82,7.39,5.23,0.18,Medium
351.14,85.58,3.17,56.34,19.9,Medium
273.44,58.01,3.57,90.35,84.54,Medium
36.11,47.3,3.84,86.68,38.17,Medium
17.47,82.27,4.57,83.59,63.52,Medium
71.38,36.22,5.72,32.2,93.79,Medium
349.19,31.95,1.08,85.68,32.93,Medium
201.54,39.35,5.28,21.35,38.12,Medium
190.94,13.01,3.16,95.49,85.24,Medium
73.19,45.5,8.0,86.13,1.72,Medium
267.09,13.15,4.02,79.46,2.49,Medium
408.06,5.88,6.65,96.92,38.87,Medium
69.3,61.68,6.6,24.26,0.4,Low
255.63,6.21,5.4,98.14,75.41,Medium
194.79,58.79,1.28,21.15,10.55,Low
123.13,63.03,6.53,62.38,16.34,Medium
428.77,50.43,0.55,1.49,5.98,Medium
333.33,70.83,0.63,38.0,26.54,Medium
57.93,9.28,7.24,95.7,12.79,Medium
435.12,56.6,1.52,70.3,57.16,Medium
114.41,99.26,0.58,47.82,72.03,Medium
20.57,38.39,7.19,97.12,29.78,Medium
496.57,56.35,7.8,56.55,95.77,Medium
136.63,37.41,6.08,35.99,66.92,Medium
72.18,10.0,5.16,22.34,27.04,Medium
460.66,95.89,5.03,85.45,59.66,Medium
68.62,29.15,2.03,66.38,77.12,Medium
301.29,55.45,4.13,15.58,59.32,Medium
366.64,41.24,3.65,49.1,87.48,Medium
26.74,44.74,2.28,15.65,50.36,Medium
165.62,93.58,2.29,8.35,55.63,Medium
90.65,82.98,1.81,23.34,22.98,Low
433.01,57.95,3.36,97.87,62.35,Medium
406.16,66.86,6.26,2.68,6.57,Medium
490.06,69.35,6.39,89.91,41.46,Medium
334.02,12.25,3.73,93.34,40.07,Medium
346.47,77.59,6.21,89.17,36.12,Medium
40.85,41.26,7.45,50.18,77.76,Medium
297.89,38.92,6.07,63.26,98.73,Medium
12.56,26.46,4.23,51.68,20.39,Medium
296.7,5.98,0.98,18.86,17.78,Medium
351.42,6.0,1.93,12.6,14.61,Medium
235.71,86.85,2.66,88.29,27.17,Medium
445.52,81.31,4.13,91.17,51.84,Medium
270.8,53.89,2.67,44.65,13.53,Medium
439.32,28.36,0.27,96.57,35.12,Medium
308.54,61.76,6.39,48.03,87.86,Medium
291.27,21.36,7.83,87.11,11.24,Medium
366.49,51.83,4.49,85.38,24.9,Medium
85.32,19.55,4.1,74.65,47.77,Medium
381.44,49.03,1.43,78.8,89.19,Medium
202.34,80.72,7.1,14.38,16.08,Medium
20.5,10.62,1.32,49.69,0.17,Medium
15.59,47.54,4.02,4.28,42.78,Medium
451.19,91.73,1.14,64.34,9.48,Medium
78.53,56.68,1.65,74.71,78.97,Medium
58.12,59.9,7.39,12.65,87.18,Medium
277.72,15.11,5.89,93.56,96.65,Medium
128.96,69.06,6.13,21.94,98.09,Medium
272.11,80.58,7.12,79.03,49.88,Medium
130.98,40.1,2.31,18.71,62.93,Medium
376.21,67.88,7.76,2.99,29.01,Medium
118.7,28.5,3.9,75.08,58.92,Medium
76.77,55.7,0.63,90.48,30.35,Medium
133.67,97.67,6.49,36.09,98.93,Medium
332.0,83.16,7.0,42.4,78.43,Medium
419.6,67.67,5.15,5.8,26.24,Medium
210.98,57.85,0.46,77.72,28.34,Medium
328.02,45.04,6.14,79.67,70.88,Medium
0.67,3.38,2.85,42.27,73.28,Medium
386.1,3.19,1.02,18.74,76.47,Medium
266.41,18.1,7.29,65.83,22.49,Medium
0.12,83.4,3.7,47.29,49.05,Medium
144.71,98.92,5.51,26.84,14.06,Low
305.93,76.84,4.12,73.44,70.39,Medium
493.5,18.68,5.81,51.5,38.17,Medium
269.35,3.76,3.2,13.25,4.27,Medium
432.33,60.1,4.0,81.22,42.64,Medium
140.5,31.16,6.11,40.01,61.97,Medium
197.7,53.5,4.8,28.74,9.42,Low
467.34,74.98,5.46,68.98,49.34,Medium
304.05,73.22,1.14,19.73,62.24,Medium
432.43,78.16,5.28,22.51,23.27,Low
19.7,5.77,2.21,11.24,6.11,Medium
43.4,59.0,4.66,87.73,84.37,Medium
371.36,13.27,2.88,14.4,41.67,Medium
6.71,90.95,7.89,76.84,12.91,Medium
53.18,33.4,3.8,44.81,80.11,Medium
61.81,26.15,7.57,58.43,62.61,Medium
367.32,71.57,2.19,55.77,52.33,Medium
230.05,70.77,6.2,14.42,58.19,Medium
244.91,91.54,3.71,91.21,84.01,Medium
5.72,22.23,7.27,51.69,47.79,Medium
323.99,75.67,3.92,11.04,82.76,Medium
16.11,86.97,0.27,79.43,75.92,Medium
63.33,54.75,2.34,85.93,45.98,Medium
185.3,33.73,6.25,68.24,80.74,Medium
289.39,2.69,0.39,52.15,54.39,Medium
106.63,81.98,4.21,54.74,37.68,Medium
227.72,73.81,7.1,59.23,60.46,Medium
390.96,42.01,6.01,69.95,20.18,Medium
296.11,95.16,6.83,0.17,24.17,Medium
114.61,46.15,2.09,65.58,83.67,Medium
84.9,75.77,1.18,17.83,17.41,Medium
415.36,36.46,4.33,17.04,66.27,Medium
415.87,82.23,7.42,49.97,34.71,Medium
486.41,30.16,1.23,23.01,95.67,Medium
486.19,58.65,0.93,12.2,53.12,Medium
499.08,92.06,5.25,67.3,63.35,Medium
211.98,77.31,2.4,2.9,42.47,Medium
452.18,93.02,1.31,61.21,74.14,Medium
328.11,3.06,4.03,24.32,3.82,Medium
320.62,71.39,6.76,44.34,23.59,Medium
261.66,86.11,3.58,38.97,82.24,Medium
213.65,62.63,3.46,13.8,71.93,Medium
95.74,5.18,2.26,33.6,26.85,Medium
250.26,40.1,7.77,87.55,24.49,Medium
78.82,73.58,3.54,27.03,96.28,Low
140.45,93.07,6.31,91.12,63.9,Medium
308.17,98.98,0.8,12.01,5.88,Medium
248.62,10.34,2.86,23.59,24.23,Medium
22.22,74.71,6.5,82.76,90.62,Medium
260.22,30.76,1.41,20.44,95.57,Medium
301.6,91.83,6.78,34.55,77.21,Medium
196.14,69.46,7.72,51.37,53.36,Medium
467.85,18.53,3.23,91.14,58.97,Medium
461.37,83.87,2.01,65.01,55.06,Medium
109.27,28.48,4.24,19.16,48.57,Medium
181.83,94.59,4.99,91.51,27.12,Medium
320.78,33.14,0.7,27.28,48.94,Medium
411.73,40.13,5.2,71.83,80.89,Medium
222.32,26.05,4.37,68.84,54.62,Medium
345.56,62.32,6.49,37.19,10.8,Medium
56.53,78.38,7.01,35.37,25.37,Medium
133.8,36.07,0.97,83.88,67.33,Medium
268.07,8.42,3.34,75.65,25.59,Medium
262.07,56.32,0.74,36.83,7.7,Medium
347.46,47.87,7.87,7.62,52.2,Medium
497.51,2.82,6.03,62.66,34.74,Medium
249.23,53.93,7.26,47.05,36.84,Medium
434.95,0.72,1.6,77.04,88.05,Medium
152.76,19.03,7.51,54.2,17.88,Medium
135.66,62.32,4.75,90.06,40.46,Medium
431.42,11.5,3.11,42.53,31.87,Medium
31.23,59.94,2.05,58.33,19.63,Medium
410.18,90.29,7.63,69.08,87.52,Medium
429.14,84.67,7.54,34.7,48.24,Medium
480.6,75.61,7.51,14.28,0.2,Medium
74.57,54.56,4.94,55.46,72.84,Medium
214.01,48.65,1.73,29.74,54.55,Medium
5.28,27.77,3.26,19.66,62.47,Medium
478.45,29.55,4.03,13.54,0.95,Medium
101.48,31.33,0.22,20.94,81.46,Medium
162.59,24.07,0.85,95.9,51.2,Medium
223.29,45.11,3.15,52.01,40.9,Medium
301.42,65.38,6.45,61.55,39.18,Medium
90.69,60.04,2.06,63.03,90.51,Medium
210.94,48.08,7.24,7.93,47.42,Medium
47.55,16.02,7.15,28.53,37.06,Medium
355.03,46.04,7.08,31.1,20.32,Medium
270.74,31.75,3.28,33.2,41.85,Medium
194.44,40.24,0.51,86.41,66.15,Medium
87.34,91.65,7.63,20.29,33.25,Medium
74.46,90.26,7.75,58.96,36.24,Medium
407.14,64.19,0.4,34.53,32.43,Medium
93.69,72.9,4.38,95.16,29.36,Medium
260.86,32.09,5.01,65.27,5.89,Medium
173.49,90.25,3.53,51.67,25.28,Medium
199.69,27.19,6.48,22.88,35.77,Medium
490.91,14.04,0.55,12.11,35.46,Medium
2.81,7.79,6.55,55.9,36.49,Medium
171.37,28.35,0.34,46.17,54.61,Medium
394.8,76.34,6.16,11.36,71.27,Medium
453.83,26.58,7.67,50.44,87.8,Medium
238.36,64.68,0.24,25.42,87.97,Medium
286.64,33.09,0.93,90.0,72.15,Medium
446.9,46.41,2.56,47.92,1.42,Medium
222.96,52.09,0.43,26.59,44.78,Medium
119.57,90.73,4.56,43.2,47.4,Medium
235.24,56.56,3.85,26.41,38.06,Medium
168.97,71.77,2.09,48.73,8.16,Medium
47.9,33.62,1.46,33.64,27.96,Medium
418.74,23.38,4.75,72.18,39.69,Medium
389.59,10.18,4.77,7.85,92.57,Medium
22.81,36.16,5.64,76.48,56.67,Medium
313.08,22.16,2.98,1.94,50.21,Medium
254.45,18.77,7.48,55.16,40.54,Medium
483.63,96.22,7.53,14.76,6.35,Medium
214.0,25.49,5.91,95.74,49.0,Medium
375.97,86.53,0.77,80.63,49.51,Medium
223.99,42.55,1.69,72.56,66.33,Medium
17.3,59.85,3.64,20.33,59.02,Low
14.16,38.73,0.66,42.43,53.01,Medium
351.61,95.58,7.07,66.23,73.21,Medium
291.86,35.7,1.52,8.83,95.43,Medium
387.77,37.86,0.83,5.23,9.08,Medium
389.04,82.91,3.34,31.22,19.27,Medium
3.08,92.16,0.55,99.32,42.33,Medium
243.1,95.62,2.62,5.8,98.05,Medium
370.96,72.71,7.66,97.16,9.46,Medium
191.84,31.7,1.04,58.96,55.17,Medium
249.79,81.33,5.27,66.43,94.59,Medium
358.02,39.93,2.76,40.01,28.89,Medium
211.83,36.99,2.43,9.55,78.33,Medium
332.09,41.13,7.65,43.65,52.47,Medium
334.32,58.52,6.91,45.58,13.15,Medium
128.67,33.27,1.72,7.14,99.54,Medium
11.61,27.72,2.12,97.29,73.44,Medium
135.31,70.25,3.19,27.37,33.39,Low
19.62,26.87,6.67,46.39,75.95,Medium
171.09,14.83,1.97,81.36,44.43,Medium
22.42,89.1,7.48,12.29,96.48,Medium
205.52,0.32,1.56,50.83,15.37,Medium
361.87,51.12,4.12,63.59,71.07,Medium
42.57,31.3,0.55,55.4,65.3,Medium
29.6,94.16,5.29,41.05,10.83,Medium
397.99,53.61,6.91,79.13,83.62,Medium
442.96,12.58,4.24,7.66,26.56,Medium
126.6,59.06,6.42,62.1,4.65,Medium
128.4,37.5,6.89,35.68,80.41,Medium
472.29,38.77,5.56,17.16,8.15,Medium
352.3,56.79,2.91,47.23,33.65,Medium
146.52,6.69,2.25,47.11,3.5,Medium
236.36,49.55,0.99,2.22,92.14,Medium
204.62,41.1,1.63,51.52,9.54,Medium
448.0,46.86,4.47,42.26,6.27,Medium
156.44,69.6,0.65,52.99,97.67,Medium
314.78,64.66,2.56,94.82,36.88,Medium
200.47,98.14,4.44,29.81,63.7,Medium
400.5,51.79,2.64,82.55,68.08,Medium
427.1,93.95,4.71,98.06,10.17,Medium
479.1,42.36,3.16,40.02,67.03,Medium
368.56,64.6,3.71,2.46,72.34,Medium
429.53,23.69,4.09,27.59,99.72,Medium
253.11,65.89,3.97,95.53,54.93,Medium
148.1,57.32,7.7,7.86,10.49,Medium
272.64,0.83,1.48,43.57,1.0,Medium
146.88,42.37,5.97,93.26,1.1,Medium
491.91,5.51,6.08,52.54,99.36,Medium
370.74,76.43,4.35,95.53,23.2,Medium
61.05,92.77,7.53,19.79,68.63,Medium
278.75,69.35,6.17,49.58,66.77,Medium
229.59,37.11,7.27,85.32,1.3,Medium
187.98,37.53,0.52,71.65,38.28,Medium
55.31,28.72,6.69,86.6,18.87,Medium
98.45,38.16,7.66,48.96,21.54,Medium
13.2,5.44,0.41,81.34,39.78,Medium
116.07,61.63,0.97,86.38,69.83,Medium
57.79,60.68,5.09,20.55,14.93,Low
313.72,61.29,5.23,41.79,16.72,Medium
341.15,1.24,1.36,21.78,45.16,Medium
162.22,20.89,5.21,1.4,24.05,Medium
382.18,45.35,6.61,30.66,46.91,Medium
489.48,46.94,4.88,27.75,23.3,Medium
449.09,77.13,0.61,22.59,28.79,Low
74.43,78.55,1.32,51.58,49.73,Medium
228.05,17.58,5.13,49.2,67.69,Medium
68.92,14.89,4.43,96.89,86.41,Medium
44.32,3.43,2.6,21.47,22.11,Low
150.11,74.98,1.85,37.43,14.18,Medium
238.63,93.24,4.97,85.59,39.82,Medium
52.63,68.35,2.78,16.41,6.6,Medium
91.39,99.41,3.33,34.28,10.94,Medium
298.17,10.98,3.43,78.84,64.72,Medium
34.4,14.71,0.3,67.03,71.03,Medium
304.69,64.32,5.48,10.76,80.51,Medium
103.37,59.32,4.69,5.98,76.3,Medium
256.1,55.25,5.59,99.25,17.9,Medium
411.74,46.17,0.46,7.98,51.8,Medium
2.5,54.88,6.85,87.99,68.87,Medium
309.64,91.35,1.52,63.21,83.63,Medium
19.44,0.5,4.09,28.44,11.32,Low
19.8,18.6,1.12,75.33,64.26,Medium
356.44,18.13,6.55,42.16,36.39,Medium
118.06,72.09,7.69,33.48,15.99,Medium
111.55,4.58,5.65,42.78,4.82,Medium
366.25,0.65,4.35,8.81,76.54,Medium
332.3,80.83,5.5,36.56,71.6,Medium
432.07,68.08,1.05,56.26,69.79,Medium
391.79,51.59,1.21,3.96,53.77,Medium
485.5,13.14,7.9,83.6,50.32,Medium
263.0,14.74,2.88,89.34,17.21,Medium
395.24,16.12,5.71,22.05,78.64,Medium
272.06,15.99,2.83,26.7,65.22,Medium
456.93,3.69,2.01,41.77,17.88,Medium
311.6,24.68,3.31,38.51,64.1,Medium
341.71,76.28,0.21,5.05,6.96,Medium
136.53,3.76,1.14,9.23,43.47,Medium
465.53,66.81,3.95,59.87,6.08,Medium
198.12,16.03,3.73,38.97,57.98,Medium
4.93,29.08,3.68,33.73,67.71,Medium
467.07,63.21,7.65,0.66,20.11,Medium
226.9,46.08,3.0,43.54,60.84,Medium
324.7,84.59,1.17,24.08,68.28,Medium
119.19,33.39,4.29,66.03,85.26,Medium
144.51,20.45,6.1,38.39,85.27,Medium
465.28,81.5,1.11,32.26,92.04,Medium
273.7,63.98,4.23,89.52,7.34,Medium
287.7,15.66,3.37,14.41,37.17,Medium
291.28,3.29,2.05,34.44,29.98,Medium
84.68,55.49,1.85,18.98,2.85,Medium
283.46,80.25,1.57,41.18,69.2,Medium
245.83,26.3,7.66,30.66,46.71,Medium
459.05,27.04,5.79,37.1,58.93,Medium
172.01,80.98,6.7,7.1,49.65,Medium
6.19,62.68,1.64,40.81,5.67,Medium
398.76,75.03,2.47,45.42,37.89,Medium
48.87,40.42,3.79,45.62,2.3,Medium
398.64,56.65,3.65,79.43,2.96,Medium
353.44,79.73,5.33,89.88,29.18,Medium
283.79,76.45,7.32,7.83,15.79,Medium
81.18,12.1,1.52,35.19,23.77,Medium
482.18,58.74,2.5,62.65,53.05,Medium
229.72,10.52,0.44,84.92,23.06,Medium
151.28,60.8,3.9,97.58,48.73,Medium
464.12,16.54,2.58,71.73,86.85,Medium
160.16,84.85,3.61,90.05,49.13,Medium
256.23,65.28,4.74,74.24,47.56,Medium
110.23,5.05,3.45,16.56,61.74,Medium
330.71,38.52,2.02,98.2,50.76,Medium
206.17,24.65,1.41,66.97,25.71,Medium
225.87,34.51,4.69,63.44,76.1,Medium
294.03,55.6,7.1,93.34,5.13,Medium
83.69,68.55,0.27,3.35,31.37,Medium
144.13,8.28,2.66,41.39,95.27,Medium
370.31,33.77,6.45,16.46,16.37,Medium
173.93,21.66,4.66,9.29,50.06,Medium
46.85,13.0,2.9,62.67,92.21,Medium
215.22,94.83,4.81,29.88,39.0,Medium
316.73,46.97,3.49,37.08,75.03,Medium
65.76,58.36,2.5,15.02,62.66,Medium
487.01,41.12,3.19,65.7,59.16,Medium
60.32,52.67,3.05,90.67,31.82,Medium
32.4,9.39,2.61,55.52,5.87,Medium
161.01,57.76,3.31,77.91,59.86,Medium
91.87,33.35,6.08,4.74,94.31,Medium
354.55,17.86,5.3,27.01,79.82,Medium
324.63,87.46,7.6,15.81,85.55,Medium
129.01,47.31,7.48,6.62,17.86,Medium
460.53,28.12,3.77,29.16,90.06,Medium
342.04,76.86,3.85,46.98,45.1,Medium
184.06,3.92,1.54,33.77,69.87,Medium
59.6,1.67,3.88,73.08,38.75,Medium
437.54,60.48,5.02,29.63,84.71,Low
386.27,13.62,5.24,91.39,33.41,Medium
11.49,67.73,7.93,1.91,98.91,Medium
296.11,37.02,4.07,81.46,26.78,Medium
265.07,12.58,0.92,19.04,4.39,Medium
438.03,87.42,6.03,2.84,50.14,Medium
103.18,87.07,1.63,56.54,69.88,Medium
122.93,99.24,2.48,67.63,75.4,Medium
68.36,42.55,3.61,10.54,49.37,Medium
154.18,84.62,3.67,81.31,69.91,Medium
294.78,17.38,3.12,82.96,15.16,Medium
450.73,54.21,7.37,21.55,42.57,Low
462.27,14.2,6.52,23.8,56.46,Medium
389.89,50.2,4.67,37.27,17.07,Medium
172.38,61.95,4.76,33.21,6.5,Medium
12.53,86.07,6.92,29.8,67.06,Low
286.68,80.6,7.18,87.59,87.73,Medium
216.68,53.12,6.65,7.24,61.85,Medium
333.31,65.62,3.36,32.29,76.6,Medium
307.66,23.43,4.35,0.41,96.97,Medium
336.99,67.3,1.89,66.64,67.66,Medium
32.42,12.94,0.4,79.89,18.24,Medium
122.94,57.26,6.52,30.71,0.29,Medium
426.5,72.15,3.45,27.1,32.01,Low
348.86,23.16,1.58,9.27,41.91,Medium
284.49,85.98,6.63,78.46,56.93,Medium
278.76,76.68,5.33,75.16,94.73,Medium
194.02,76.85,2.51,47.92,25.31,Medium
360.71,34.12,2.79,65.55,69.07,Medium
438.98,27.61,2.1,54.44,2.89,Medium
200.4,7.54,3.61,69.09,96.43,Medium
290.48,24.89,7.37,23.44,40.34,Medium
194.21,1.43,1.8,54.87,98.06,Medium
322.14,33.75,3.21,94.72,61.26,Medium
155.64,81.21,0.84,65.87,91.88,Medium
265.21,23.9,6.71,23.19,99.8,Medium
198.22,93.38,2.98,3.74,87.1,Medium
292.83,43.89,6.36,39.3,37.62,Medium
128.72,74.06,2.68,59.07,13.31,Medium
134.55,20.99,4.34,96.62,84.77,Medium
143.2,83.84,5.31,48.96,32.76,Medium
206.52,20.23,0.03,18.91,83.91,Medium
117.75,71.36,1.91,99.5,84.83,Medium
233.56,17.37,6.67,29.87,67.19,Medium
111.48,17.89,5.22,76.62,0.32,Medium
449.66,11.67,5.71,87.96,27.0,Medium
359.24,82.31,2.66,17.19,26.31,Medium
359.01,45.71,1.82,20.47,38.83,Medium
340.33,32.72,2.0,41.08,59.19,Medium
200.66,82.46,7.59,76.11,19.97,Medium
385.82,7.78,0.58,5.1,45.87,Medium
140.4,38.25,1.65,9.82,61.87,Medium
239.18,61.78,0.86,63.9,81.25,Medium
374.84,53.35,6.95,24.34,71.04,Medium
340.58,81.49,6.46,50.94,22.9,Medium
173.56,84.89,5.71,30.05,19.65,Medium
265.95,73.09,5.57,3.95,77.17,Medium
235.89,28.02,6.93,72.02,11.86,Medium
103.07,8.61,4.88,66.18,41.87,Medium
372.24,9.56,4.08,81.9,89.41,Medium
270.3,12.0,4.58,60.87,37.2,Medium
33.23,63.99,7.58,12.59,30.52,Medium
304.81,33.53,6.59,21.41,9.52,Medium
